id,lesson_id,icon,word,romaji,hiragana,sound_check,en,vi,zh,fr,de,hi,ind,it,ko,ms,pt,ru,es,th,tl,ar,pl,hr,nl,el,hu,sv,cs,ro,bg,da,tr,fi,sl,fa,bn,uk,am,km,si,zu,sw,lo,no
5520,137,Assets/Resources/Images/5520.png,路地,roji,ろじ,null,alley,ngõ,胡同,ruelle,gasse,गली,gang,vicolo,골목,lorong,beco,аллея,el callejón,ซอย,alley,زقاق,aleja,drvored,steeg,δρομάκι,sikátor,gränd,alej,alee,алея,gyde,geçit,kuja,alley,کوچه,সরু গলি,алея,ሐዲ,ផ្លូវដើរ,ඇලිය,indawo,kilimo,ຊອຍ,bakgate
5521,137,Assets/Resources/Images/5521.png,駐車場,chūshajō,ちゅうしゃじょう,null,parking lot,khu vực đậu xe,停车场,terrain de stationnement,parkplatz,पार्किंग,tempat parkir,posteggio,주차장,tempat letak kereta,estacionamento,стоянка,estacionamiento,ลานจอดรถ,paradahan,ساحة لانتظار السيارات,parking,parkiralište,parkeerplaats,χώρος στάθμευσης,parkoló,parkeringsplats,parkoviště,loc de parcare,паркинг,parkeringsplads,otopark,parkkipaikka,parkirišče,محوطه پارکینگ,পার্কিং লট,стоянка для машин,መኪና መቆመት ቦታ,កន្លែង​ចត​រថយន្ត,වාහන නැවැත්වීම,yokupaka,kura ya maegesho,ບ່ອນ​ຈອດ​ລົດ,parkeringsplass
5522,137,Assets/Resources/Images/5522.png,道路標識,dōro hyōshiki,どうろ ひょうしき,null,street sign,dấu hiệu đường phố,路标,panneau de signalisation,straßenschild,सड़क संकेत,tanda jalan,segnale stradale,도로 표지판,papan tanda jalan,sinal de rua,дорожный знак,el cartel de la calle,ป้ายถนน,street sign,علامة الشارع,znak drogowy,ulični znak,straat bord,πινακίδα,utcatábla,vägmärke,ulice znamení,indicator stradal,уличен знак,gade skilt,sokak tabelası,katumerkki,ulični znak,علامت خیابان,রাস্তার চিহ্ন,знак вулиці,የመንገድ ምልክት,សញ្ញាផ្លូវ,වීදි සංඥාවක්,isibonakaliso somgwaqo,ishara ya mitaani,street sign,gateskilt
5523,137,Assets/Resources/Images/5523.png,ボラード,borādo,,null,traffic post,cột mốc,交通标志,poste de circulation,verkehrsposten,यातायात पोस्ट,pos lalu lintas,posto di traffico,교통 정보,jawatan trafik,posto de tráfego,дорожный пост,el puesto de tráfico,เสาจราจร,post ng trapiko,آخر حركة المرور,post ruchu,prometna pošta,verkeerspost,κυκλοφορίας,forgalmi poszt,trafikpost,dopravní příspěvek,post de trafic,трафик,trafikpost,trafik yayını,liikennepostia,prometno pošto,پست ترافیکی,ট্রাফিক পোস্ট,дорожній пост,የትራፊክ ልጥፍ,ប្រកាសចរាចរណ៍,රථවාහන පෝස්ටය,ukuthunyelwa komgwaqo,baada ya trafiki,post traffic,trafikk innlegg
5524,137,Assets/Resources/Images/5524.png,街灯,gaitō,がいとう,null,street light,đèn đường,路灯,éclairage public,strassenlicht,गली की बत्ती,lampu jalan,lampione,가로등,lampu jalan,iluminação pública,уличный фонарь,la luz de la calle,ไฟถนน,ilaw sa kalye,ضوء الشارع,światła,ulična rasvjeta,straatlantaarn,φως του δρόμου,utcai fény,gatubelysning,pouliční osvětlení,lumina stradală,улично осветление,gadebelysning,sokak lambası,katuvalo,ulična svetilka,روشنایی خیابان,রাস্তার আলো,вуличне світло,የጎዳና ብርሃን,ពន្លឺតាមផ្លូវ,වීදි ලාම්පු,ukukhanya komgwaqo,mwanga wa barabara,ແສງສະຫວ່າງຕາມຖະຫນົນ,gatelykt
5525,137,Assets/Resources/Images/5525.png,建物,tatemono,たてもの,null,buildings,tòa nhà,大厦,immeubles,gebäude,इमारतों,bangunan,edifici,건물들,bangunan,prédios,здания,los edificios,สิ่งปลูกสร้าง,mga gusali,البنايات,budynki,građevine,gebouwen,κτίρια,épületek,byggnader,budov,clădiri,сгради,bygninger,binalar,rakennukset,stavbe,ساختمان ها,ভবন,будівлі,ሕንፃዎች,អគារ,ගොඩනැගිලි,izakhiwo,majengo,ອາຄານ,bygninger
5526,137,Assets/Resources/Images/5526.png,市庁舎,shichōsha,しちょうしゃ,null,town hall,tòa thị chính,市政厅,mairie,rathaus,टाउन हॉल,balai kota,municipio,시청,dewan bandar,prefeitura,ратуша,el ayuntamiento,ศาลากลางจังหวัด,bulwagan ng bayan,قاعة المدينه,ratusz,gradska vijećnica,gemeentehuis,δημαρχείο,városháza,stadshus,radnice,primarie,кметство,rådhus,belediye binası,kaupungintalo,mestna hiša,شهرداری,টাউন হল,мерія,የከተማው ማዘጋጃ,សាលាក្រុង,පුරහල,ihholo lasedolobheni,ukumbi wa mji,ເມືອງເມືອງ,rådhus
5527,137,Assets/Resources/Images/5527.png,図書館,toshokan,としょかん,null,library,thư viện,图书馆,bibliothèque,bibliothek,पुस्तकालय,perpustakaan,biblioteca,도서관,perpustakaan,biblioteca,библиотека,la biblioteca,ห้องสมุด,library,مكتبة,biblioteka,knjižnica,bibliotheek,βιβλιοθήκη,könyvtár,bibliotek,knihovna,bibliotecă,библиотека,bibliotek,kütüphane,kirjasto,knjižnica,کتابخانه,গ্রন্থাগার,бібліотека,ቤተ ፍርግም,បណ្ណាល័យ,පුස්තකාලයකි,umtapo wolwazi,maktaba,ຫ້ອງສະຫມຸດ,bibliotek
5528,137,Assets/Resources/Images/5528.png,映画館,eigakan,えいがかん,null,movie theater,rạp xem phim,电影院,cinéma,kino,सिनेमा घर,bioskop,cinema,영화관,pawagam,cinema,кинотеатр,el cine,โรงภาพยนตร์,sinehan,مسرح فيلم,kino,kino,bioscoop,κινηματογράφος,mozi,biograf,kino,cinema,кино,biograf,sinema,elokuvateatteri,gledališče,سینما,সিনেমা হল,кінотеатр,ቲያትር,រោង​ភាព​យ​ន្ដ,සිනමාහල,i-movie theater,sinema ya sinema,ໂຮງ​ຫນັງ,kino
5529,137,Assets/Resources/Images/5529.png,劇場,gekijō,げきじょう,null,theater,rạp hát,剧场,théâtre,theater,थिएटर,teater,teatro,극장,teater,teatro,театр,el teatro,โรงละคร,teatro,مسرح,teatr,kazalište,theater,θέατρο,színház,teater,divadlo,teatru,театър,teater,tiyatro,teatteri,gledališče,تئاتر,থিয়েটার,театр,ቲያትር,ល្ខោន,රංග ශාලාව,indawo yaseshashalazini,sinema,ໂຮງລະຄອນ,teater
5530,137,Assets/Resources/Images/5530.png,大学,daigaku,だいがく,null,university,đại học,大学,université,universität,विश्वविद्यालय,universitas,università,대학,universiti,universidade,университет,la universidad,มหาวิทยาลัย,unibersidad,جامعة,uniwersytet,sveučilište,universiteit,πανεπιστήμιο,egyetemi,universitet,univerzita,universitate,университет,universitet,üniversite,yliopisto,univerzi,دانشگاه,বিশ্ববিদ্যালয়,університет,ዩኒቨርሲቲ,សាកលវិទ្យាល័យ,විශ්ව විද්යාලය,enyuvesi,chuo kikuu,ວິທະຍາໄລ,universitet
5531,137,Assets/Resources/Images/5531.png,学校,gakkō,がっこう,null,school,trường học,学校,école,schule,स्कूल,sekolah,scuola,학교,sekolah,escola,школа,el colegio,โรงเรียน,paaralan,مدرسة,szkoła,škola,school-,σχολείο,iskola,skola,škola,şcoală,училище,skole,okul,koulu,šoli,مدرسه,স্কুল,школа,ትምህርት ቤት,សាលារៀន,පාසලේ,isikole,shule,ໂຮງຮຽນ,skole
5532,137,Assets/Resources/Images/5532.png,摩天楼,matenrō,まてんろう,null,skyscraper,nhà chọc trời,摩天大楼,gratte ciel,wolkenkratzer,गगनचुंबी इमारत,pencakar langit,grattacielo,마천루,pencakar langit,arranha-céu,небоскреб,los rascacielos,ตึกระฟ้า,napakataas na gusali,ناطحة سحاب,wieżowiec,neboder,wolkenkrabber,ουρανοξύστης,felhőkarcoló,skyskrapa,mrakodrap,zgârie-nori,небостъргач,skyskraber,gökdelen,pilvenpiirtäjä,nebotičnik,آسمان خراش,গগনচুম্বী,хмарочос,ሰማይ ጠቀስ,អគារកប់ពពក,සිත් ඇදගන්නා,skyscraper,skyscraper,skyscraper,skyskraper
5533,137,Assets/Resources/Images/5533.png,工業団地,kōgyōdanchi,こうぎょうだんち,null,industrial complex,khu công nghiệp,工业园区,complexe industriel,industriegebäude,औद्योगिक परिसर,kompleks industri,complesso industriale,산업 단지,kompleks perindustrian,complexo industrial,промышленный комплекс,el complejo industrial,อุตสาหกรรมที่ซับซ้อน,industrial complex,المجمع الصناعي,kompleks przemysłowy,industrijski kompleks,industrieel complex,βιομηχανικό συγκρότημα,ipari komplexum,industriellt komplex,průmyslového komplexu,complex industrial,индустриален комплекс,industrielle kompleks,endüstriyel kompleks,teollisuuskompleksi,industrijski kompleks,مجتمع صنعتی,শিল্প কমপ্লেক্স,промисловий комплекс,የኢንዱስትሪ ውስብስብ,តំបន់ឧស្សាហកម្ម,කාර්මික සංකීර්ණය,izakhiwo zezimboni,viwanda tata,industrial complex,industrielle kompleks
5534,137,Assets/Resources/Images/5534.png,都市,toshi,とし,null,city,thành phố,城市,ville,stadt,शहर,kota,città,시티,bandar,cidade,город,la ciudad,เมือง,lungsod,مدينة,miasto,grad,stad,πόλη,város,stad,město,oraș,град,by,kent,kaupunki,mesto,شهرستان,শহর,місто,ከተማ,ទីក្រុង,නගරය,idolobha,jiji,ເມືອງ,by
5535,137,Assets/Resources/Images/5535.png,郊外,kōgai,こうがい,null,suburb,ngoại ô,郊区,banlieue,vorort,उपनगर,pinggiran kota,sobborgo,근교,pinggir bandar,subúrbio,пригород,el suburbio,ชานเมือง,suburb,ضاحية,przedmieście,predgrađe,voorstad,προάστιο,külváros,förort,předměstí,suburbie,предградие,forstad,kenar mahalle,lähiö,predmestju,حومه شهر,শহরতলী,передмістя,ድንበራቸው,ជាយក្រុង,නාගරික ප්රදේශයකි,isifundazwe,kitongoji,ຊານເມືອງ,forstad
5536,137,Assets/Resources/Images/5536.png,村,mura,むら,null,village,làng mạc,村庄,village,dorf,गाँव,desa,villaggio,마을,kampung,aldeia,деревня,el pueblo,หมู่บ้าน,nayon,قرية,wioska,selo,dorp,χωριό,falu,by,vesnice,sat,село,landsby,köy,kylä,vasi,روستا,গ্রাম,село,መንደር,ភូមិ,ගම,umzana,kijiji,ບ້ານ,landsby
5537,137,Assets/Resources/Images/5537.png,歩行者天国,hokōsha tengoku,ほこうしゃてんごく,null,pedestrian zone,khu vực dành cho người đi bộ,步行街,zone piétonne,fußgängerzone,पैदल यात्री क्षेत्र,zona pejalan kaki,zona pedonale,보행자 구역,zon pejalan kaki,zona de pedestres,пешеходная зона,la zona de peatones,เขตทางเท้า,pedestrian zone,منطقة مشاة,strefa dla pieszych,pješačka zona,voetgangerszone,ζώνη πεζών,gyalogos zóna,endast för gående,pěší zóna,zona pietonala,пешеходна зона,fodgængerfelt,yaya bölgesi,jalankulkualue,cono za pešce,منطقه مخصوص عابران پیاده,ফুট পাথ,пішохідна зона,የእግረኛ ዞን,តំបន់ថ្មើរជើង,පදික කලාපය,indawo yokuhamba ngezinyawo,eneo la wahamiaji,pedestrian zone,gågate
5538,137,Assets/Resources/Images/5538.png,大通り,ōdōri,おおどおり,null,avenue,đại lộ,大街,rue,avenue,मार्ग,jalan,viale,수단,jalan,avenida,проспект,la avenida,ถนน,daan,السبيل,aleja,avenija,laan,λεωφόρος,sugárút,aveny,avenue,bulevard,път,avenue,cadde,katu,avenue,خیابان,প্রশস্ত রাজপথ,проспект,ጎዳና,ផ្លូវ,මාර්ගයක්,indawo,avenue,avenue,allé
5539,137,Assets/Resources/Images/5539.png,脇道,wakimichi,わきみち,null,side street,lề đường,边道,rue secondaire,nebenstraße,बगल की गली,sisi jalan,lato della strada,측면 거리,tepi jalan,rua secundária,боковая улица,el calle lateral,ข้างทาง,gilid ng kalye,شارع جانبي,strona ulicy,sporedna ulica,zijstraat,σοκάκι,mellékutca,sidogata,postranní ulice,strada laturalnica,странична улица,sidegade,yan sokak,sivukatu,stranski ulici,خیابان سمت,পাশের রাস্তা,вулиця,የጎዳና ጎዳና,ចំហៀង,පැත්තට වීදි,umgwaqo ohlangothini,upande wa barabara,side street,sidegate
5540,137,Assets/Resources/Images/5540.png,広場,hiroba,ひろば,null,square,quảng trường,广场,carré,quadrat,वर्ग,kotak,piazza,광장,persegi,quadrado,площадь,el cuadrado,สี่เหลี่ยม,parisukat,ميدان,plac,kvadrat,plein,τετράγωνο,négyzet,fyrkant,náměstí,pătrat,квадрат,firkant,kare,neliö-,kvadrat,مربع,বর্গক্ষেত্র,площа,ካሬ,ការ៉េ,චතුරස්රය,isikwele,mraba,ມົນທົນ,torget
5541,137,Assets/Resources/Images/5541.png,マンホール,manhōru,,null,manhole,nắp cống,窨井,regard,mannloch,मैनहोल,lubang got,tombino,맨홀,manhole,bueiro,лаз,el agujero de hombre,ฝาสำหรับคนลงไปยังห้องหรือท่อข้างใต้,manhole,فتحة,właz,šaht,mangat,ανθρωποθυρίδα,búvónyílás,manhål,průlez,trapă,люк,mandehul,rögar,kulkuaukko,jašek,آشیانه,ম্যানহোল,люк,ጉድጓድ,manhole,කට්ටියක්,umtholampilo,manhole,manhole,kum
5542,137,Assets/Resources/Images/5542.png,バス停,basutei,バスてい,null,bus stop,điểm dừng xe buýt,公共汽车站,arrêt de bus,bushaltestelle,बस स्टॉप,pemberhentian bus,fermata dell'autobus,버스 정류장,perhentian bas,ponto de ônibus,автобусная остановка,la parada de autobús,ป้ายรถเมล์,sakayan ng bus,موقف باص,przystanek autobusowy,autobusna postaja,bushalte,στάση λεωφορείου,buszmegálló,busshållplats,autobusová zastávka,stație de autobuz,автобусна спирка,busstoppested,otobüs durağı,bussipysäkki,avtobusna postaja,ایستگاه اتوبوس,বাস স্টপ,автобусна зупинка,የአውቶቡስ ማቆሚያ,ចំណត​រថយន្ត​ក្រុង,බස් නැවතුම,isitimela sebhasi,kituo cha basi,ບ່ອນ​ຖ້າ​ລົດ​ເມ,buss stopp
5543,137,Assets/Resources/Images/5543.png,排水溝,haisuikō,はいすいこう,null,gutter,máng xối,排水沟,gouttière,rinne,नाली,selokan,grondaia,홈통,longkang,calha,водосточный желоб,el canal,ท่อ,kanal,مزراب,rynna,žlijeb,goot,υδρορροή,esővízcsatorna,ränna,žlabu,jgheab,канавка,tagrende,oluk,räystäskouru,žleb,نهر,নর্দমা,жолоб,ቧንቧ,លាមក,ගාලු,umthamo,chupa,gutter,grøft
5544,137,Assets/Resources/Images/5544.png,工場,kōjō,こうじょう,null,factory,nhà máy,工厂,usine,fabrik,फ़ैक्टरी,pabrik,fabbrica,공장,kilang,fábrica,завод,la fábrica,โรงงาน,pabrika,مصنع,fabryka,tvornica,fabriek,εργοστάσιο,gyár,fabrik,továrna,fabrică,фабрика,fabrik,fabrika,tehdas,tovarne,کارخانه,কারখানা,фабрика,ፋብሪካ,រោងចក្រ,කර්මාන්ත ශාලාව,ifoni,kiwanda,ໂຮງງານ,fabrikk
5546,137,Assets/Resources/Images/5546.png,下水道,gesuidō,げすいどう,null,drain,thoát nước,排水,drainer,ablassen,नाली,menguras,drenare,배수,longkang,drenar,истощать,el desagüe,ท่อระบายน้ำ,alisan ng tubig,تصرف,drenaż,odvod,draineren,διοχετεύω,csatorna,dränera,kanalizace,scurgere,отцеди,dræne,akıtmak,valua,odtok,زه کشی,ড্রেন,стік,ገመዱ,បង្ហូរ,කාණු,vula,kukimbia,drain,avløp
5547,138,Assets/Resources/Images/5547.png,建物と構造,tatemono to kōzō,たてもの と こうぞう,null,buildings and structure,tòa nhà và cấu trúc,建筑和结构,bâtiments et structure,gebäude und struktur,इमारतों और संरचना,bangunan dan struktur,edifici e struttura,건물과 구조물,bangunan dan struktur,edifícios e estrutura,здания и сооружения,los edificios y la estructura,อาคารและโครงสร้าง,mga gusali at istraktura,المباني والهيكل,budynki i budowla,zgrada i građevina,gebouwen en structuur,τα κτίρια και τη δομή,épületek és szerkezetek,byggnader och struktur,budov a staveb,clădiri și structură,сгради и сгради,bygninger og struktur,binalar ve yapı,rakennukset ja rakenteet,stavbe in zgradbe,ساختمان ها و ساختار,ভবন এবং কাঠামো,будівлі та споруди,ሕንፃዎችና መዋቅሮች,អគារនិងរចនាសម្ព័ន្ធ,ගොඩනැගිලි සහ ව්යූහය,izakhiwo kanye nesakhiwo,majengo na muundo,ອາຄານແລະໂຄງສ້າງ,bygninger og struktur
5548,138,Assets/Resources/Images/5548.png,摩天楼,matenrō,まてんろう,null,skyscraper,nhà chọc trời,摩天大楼,gratte ciel,wolkenkratzer,गगनचुंबी इमारत,pencakar langit,grattacielo,마천루,pencakar langit,arranha-céu,небоскреб,los rascacielos,ตึกระฟ้า,napakataas na gusali,ناطحة سحاب,wieżowiec,neboder,wolkenkrabber,ουρανοξύστης,felhőkarcoló,skyskrapa,mrakodrap,zgârie-nori,небостъргач,skyskraber,gökdelen,pilvenpiirtäjä,nebotičnik,آسمان خراش,গগনচুম্বী,хмарочос,ሰማይ ጠቀስ,អគារកប់ពពក,සිත් ඇදගන්නා,skyscraper,skyscraper,skyscraper,skyskraper
5549,138,Assets/Resources/Images/5549.png,教会,kyōkai,きょうかい,null,church,nhà thờ,教堂,église,kirche,चर्च,gereja,chiesa,교회에,gereja,igreja,церковь,la iglesia,โบสถ์,simbahan,كنيسة,kościół,crkva,kerk,εκκλησία,templom,kyrka,kostel,biserică,църква,kirke,kilise,kirkko,cerkev,کلیسا,গির্জা,церква,ቤተ ክርስቲያን,ព្រះវិហារ,පල්ලිය,isonto,kanisa,ສາດສະຫນາຈັກ,kirke
5550,138,Assets/Resources/Images/5550.png,寺院,ji'in,じいん,null,temple,chùa,寺庙,temple,tempel,मंदिर,kuil,tempio,신전,kuil,templo,храм,el templo,วัด,templo,صدغ,świątynia,hram,tempel,ναός,templom,tempel,chrám,templu,храм,tempel,tapınak,temppeli,tempelj,معبد,মন্দির,храм,ቤተ መቅደስ,ប្រាសាទ,පන්සල,ithempeli,hekalu,ພຣະວິຫານ,tinning
5551,138,Assets/Resources/Images/5551.png,城,shiro,しろ,null,castle,lâu đài,城堡,château,schloss,महल,kastil,castello,성,istana,castelo,замок,el castillo,ปราสาท,kastilyo,قلعة,zamek,dvorac,kasteel,κάστρο,kastély,slott,hrad,castel,замък,slot,kale,linna,grad,قلعه,দুর্গ,замок,ቤተመንግስት,ប្រាសាទ,බලකොටුවකි,inqaba,ngome,castle,borg
5552,138,Assets/Resources/Images/5552.png,モスク,mosuku,,null,mosque,nhà thờ hồi giáo,清真寺,mosquée,moschee,मस्जिद,mesjid,moschea,사원,masjid,mesquita,мечеть,la mezquita,มัสยิด,moske,مسجد,meczet,džamija,moskee,τζαμί,mecset,moské,mešita,moschee,джамия,moske,cami,moskeija,mošejo,مسجد,মসজিদ,мечеть,መስጊድ,វិហារអ៊ីស្លាម,මුස්ලිම් පල්ලිය,mosque,msikiti,mosque,moské
5553,138,Assets/Resources/Images/5553.png,丸屋根,maruyane,まるやね,null,dome,mái vòm,圆屋顶,dôme,kuppel,गुंबद,kubah,cupola,둥근 천장,kubah,cúpula,купол,la cupula,โดม,simboryo,قبة,kopuła,kupola,koepel,θόλος,kupola,kupol,kupole,dom,купол,dome,kubbe,kupoli,kupola,گنبد,গম্বুজ,купол,መድረክ,dome,ගෝලාකාර,dome,dome,dome,kuppel
5555,138,Assets/Resources/Images/5555.png,濠,hori,ほり,null,moat,hào,护城河,fossé,graben,खाई,parit,fossato,해자 외호,kerusi,fosso,ров,el foso,คูเมือง,moat,خندق,fosa,rov,slotgracht,τάφρος,várárok,vallgrav,hradní příkop,şanţ,заграждам с ров,voldgrav,hendek,vallihauta,jarek,خندق,পরিখা,рів,ኮረብኛ,គូ,අඟලක්වත් නැත,i-moat,mwitu,ເຮືອ,vollgrav
5556,138,Assets/Resources/Images/5556.png,アーチ型屋根,āchigata yane,アーチがたやね,null,vault,xây thành vòm,拱顶,voûte,gewölbe,मेहराब,kubah,volta,둥근 천장,peti besi,cofre,свод,la bóveda,หกคะเมน,hanay ng mga arko,قبو,sklepienie,svod,gewelf,θόλος,boltozat,valv,klenba,seif,свод,hvælving,tonoz,holvi,trezor,طاق,খিলান,склепіння,ጎጆ,តុដេក,සුරක්ෂිතාගාරය,i-vault,vault,vault,hvelv
5558,138,Assets/Resources/Images/5558.png,ダム,damu,,null,dam,đập ngăn nước,水坝,barrage,damm,बांध,bendungan,diga,댐,empangan,barragem,дамба,la presa,เขื่อน,dam,سد,zapora,brana,dam,φράγμα,gát,damm,přehrada,baraj,язовирна стена,dæmning,baraj,emä,jez,سد,বাঁধ,греблі,ግድብ,ទំនប់,වේල්ල,idamu,bwawa,ເຂື່ອນ,demning
5559,138,Assets/Resources/Images/5559.png,橋,hashi,はし,null,bridge,cầu,桥,pont,brücke,पुल,jembatan,ponte,다리,jambatan,ponte,мост,el puente,สะพาน,tulay,جسر,most,most,brug,γέφυρα,híd,bro,most,pod,мост,bro,köprü,silta,mostu,پل,সেতু,міст,ድልድይ,ស្ពាន,පාලම,ibhuloho,daraja,ຂົວ,bro
5561,138,Assets/Resources/Images/5561.png,尖塔,sentō,せんとう,null,spire,đường xoắn ốc,螺旋,flèche,turm,शिखर,puncak menara,guglia,첨탑,spire,pináculo,шпиль,la aguja,หน่อ,tulisak,برج,iglica,spirala,torenspits,κωδωνοστάσιο,templomtorony,spira,věž,turlă,шпиц,spir,helezon,torni,spire,اسپیر,পেঁচান,шпиль,እፉኝ,spire,ස්පිරි,ukuphefumula,futa,spire,spir
5562,138,Assets/Resources/Images/5562.png,破風,hafu,はふ,null,gable,đầu hồi nhà,山墙,gâble,giebel,मकान का कोना,atap pelana,timpano,박공,gable,frontão,фронтон,el aguilón,จั่ว,gable,الجملون الجزء الأعلى من مثلث الزوايا,szczyt,zabat,geveltop,αέτωμα,csúcs,gavel,štít,fronton,фронтон,gavl,üçgen çatı,pääty,zabat,دروازه بان,বাড়ির ত্রিকোণ ধার,фронтон,መወልወል,gable,ආර්යාවකි,i-gable,gable,gable,gavl
5563,138,Assets/Resources/Images/5563.png,塔,tō,とう,null,tower,tháp,塔,la tour,turm,मीनार,menara,torre,탑,menara,torre,башня,el torre,หอคอย,tore,برج,wieża,toranj,toren,πύργος,torony,torn,věž,turn,кула,tårn,kule,torni,stolp,برج,মিনার,башта,ግንብ,អគារ,කුළුණ,umbhoshongo,mnara,tower,tårn
5564,138,Assets/Resources/Images/5564.png,コーニス,kōnisu,,null,cornice,đường viền,檐口,corniche,gesims,कंगनी,cornice,cornice,처마 장식,cornice,cornija,карниз,la cornisa,บัว,cornice,كورنيش,gzyms,krovni vijenac,kroonlijst,κορνίζα,karnis,taklist,římsa,cornişă,корниз,gesims,korniş,reunuslista,venec,كرنسس,কার্ণিস্,карниз,ኮርኒስ,ពោត,කොන්නිකීස්,cornice,cornice,cornice,gesims
5565,138,Assets/Resources/Images/5565.png,柱,hashira,はしら,null,pillar,cột trụ,柱子,pilier,säule,स्तंभ,pilar,pilastro,기둥,tiang,pilar,столб,el pilar,เสา,poste,دعامة,filar,stub,pijler,κολόνα,pillér,pelare,pilíř,stâlp,стълб,søjle,sütun,pilari,steber,ستون,স্তম্ভ,стовп,አምድ,បង្គោល,කුළුණ,insika,nguzo,pillar,søyle
5566,138,Assets/Resources/Images/5566.png,大聖堂,taiseidō,だいせいどう,null,cathedral,nhà thờ lớn,大教堂,cathédrale,dom,कैथेड्रल,katedral,cattedrale,성당,katedral,catedral,собор,la catedral,โบสถ์ใหญ่,katedral,كاتدرائية,katedra,katedrala,kathedraal,καθεδρικός ναός,székesegyház,katedral,katedrála,catedrală,катедрала,katedral,katedral,katedraali,katedrala,کلیسای جامع,ক্যাথেড্রাল,собор,ካቴድራል,វិហារ,දේවස්ථානයකි,i-cathedral,kanisa kuu,cathedral,katedral
5567,138,Assets/Resources/Images/5567.png,ゴシック,goshikku,,null,gothic,kiến trúc gothic,哥特,gothique,gotisch,गोथिक,gothic,gotico,고딕,gothic,gótico,готика,el gótico,สไตล์โกธิค,gothic,قوطي,gotyk,gotika,gotisch,γοτθικός,gótikus,gotiska,gotický,gotic,готически,gotisk,gotik,gotiikka,gotska,گوتیک,গোথিক,готичний,ጎቲክ,ហ្គោធិក,ගොතික්,i-gothic,gothia,gothic,gotisk
5569,138,Assets/Resources/Images/5569.png,ルネサンス,runesansu,,null,renaissance,kiến trúc phục hưng,复兴,renaissance,renaissance,पुनर्जागरण काल,renaisans,rinascimento,르네상스,renaissance,renascimento,эпоха возрождения,el renacimiento,ชีวิตใหม่,renaissance,عصر النهضة,renesans,renesansa,renaissance,αναγέννηση,reneszánsz,renässans,renesance,renaştere,ренесанс,renæssance,rönesans,renessanssi,renaissance,رنسانس,রেনেসাঁ,відродження,የህዳሴ ዘመን,ក្រុមហ៊ុន renaissance,පුනරුදය,i-renaissance,renaissance,renaissance,renessanse
5570,138,Assets/Resources/Images/5570.png,バロック,barokku,,null,baroque,kiến trúc baroc,巴洛克,baroque,barock,बारोक,barok,barocco,바로크,barok,barroco,барокко,el barroco,ตามแบบบะโรค,baroque,باروك,barokowy,barokni,barok-,μπαρόκ,barokk,barock,barokní,stil baroc,барок,barok,barok,barokki,barok,باروک,বারোক,бароко,baroque,ភូមិដ៏ចម្លែក,බැරොක් ලෙසිනි,baroque,baroque,baroque,barokk
5572,138,Assets/Resources/Images/5572.png,ロココ,rokoko,,null,rococo,phong cách rococo,洛可可,rococo,rokoko,रोकोको,usang,rococò,로코코,rococo,rococó,рококо,el rococó,สถาปัตยกรรมแบบหนึ่ง,rococo,روكوكو,rokoko,rokoko,rococo,ροκοκό,rokokó,rokoko-,rokoko,rococo,рококо,rokoko,rokoko,rokokoo-,rokoko,rococo,রকোকো,рококо,ሮኮኮ,rococo,rococo,i-rococo,rococo,rococo,rokokko
5577,138,Assets/Resources/Images/5577.png,控え壁,hikaekabe,ひかえかべ,null,buttress,trụ ốp tường,扶壁,contrefort,strebepfeiler,टेक,menopang,contrafforte,부벽,buttress,contraforte,подпирать,el contrafuerte,เครื่องค้ำจุน,buttress,دعم,przypora,poduprijeti,steunpilaar,αντιτείχισμα,támfal,strävpelare,opevnění,contrafort,опора,afstive,payanda,tukipilari,podpor,بستر,আলম্ব,опори,ሻንጣ,គូថ,බෙදුම්කඩනය,i-buttress,buttress,buttress,buttress
5578,138,Assets/Resources/Images/5578.png,フリーズ,furīzu,,null,frieze,trụ ngạch,腰线,frise,fries,फ्रीज़,dekorasi dinding,fregio,프리즈,frieze,friso,фриз,el friso,ผ้าสักหลาด,frieze,إفريز,fryz,friz,fries,διάζωμα,fríz,fris,vlys,friză,китеник,frise,şayak,friisi,friz,فریز,ছাদের কারুকার্য,фриз,ፍጭ,frrie,ෆ්රයිස්,frieze,frieze,frieze,frise
5580,139,Assets/Resources/Images/5580.png,長針,chōshin,ちょうしん,null,minute hand,kim phút của đồng hồ,分针,grande aiguille,minutenzeiger,घड़ी में मिनट का सुई,tangan kecil,mano minuta,분침,minit tangan,ponteiro dos minutos,минутная стрелка,el minutero,เข็มนาที,minutong kamay,عقرب الدقائق,wskazówka minutowa,minutno rukovanje,minutenwijzer,λεπτό χέρι,percmutató,minuters hand,minutová ručička,minutar,минута ръка,minut hånd,yelkovan,minuuttiviisari,minuto,دقیقه دست,ঘড়িতে মিনিটের কাঁটা,хвилина,የደቂቃ እጅ,នាទី,මිනිත්තුව අත,isandla esincane,mkono wa dakika,ນາທີມື,minuttviseren
